,question_text,question_topic
207,"I have a question for you. If I order the confetti narrow cuff bracelet (code B12134DSSADI) and my package is stolen, do you provide a replacement or will I have to go through the delivery provider for that? There have been a rash of package thefts in my neighborhood this winter and unfortuantely, I'm not home during the day to watch out for this.",Returns & Refunds
208,"I think I'm going to get a protein powder (Product Code: MSF-99081) but if I don't like the flavor after trying it, would I be able to return for a different flavor?",Returns & Refunds
209,"I have a question for you. If I order the open-back workout shirt (code 461369) and my package is stolen, do you provide a replacement or will I have to go through the delivery provider for that? There have been a rash of package thefts in my neighborhood this winter and unfortuantely, I'm not home during the day to watch out for this.",Returns & Refunds
210,"I think I am going to purchase a duffel bag (Item #476516A80) but if I don't like it upon receiving it, would I be able to return for a full refund?",Returns & Refunds
211,"I have a question for you. If I order the scuba hoodie IV and my package is stolen, do you provide a replacement or will I have to go through the delivery provider for that? There have been a rash of package thefts in my neighborhood this winter and unfortuantely, I'm not home during the day to watch out for this.",Returns & Refunds
212,What's the time frame for a refund on the sangria bouquet (item 91856) if the flowers start to wilt and die? I just want to make sure I know what I'm getting.,Returns & Refunds
213,"I have a question for you. If we order the trotters sizzle flats (code 8352314) and the package is stolen, do you provide a replacement or will we have to go through the delivery provider for that? There have been a rash of package thefts in our neighborhood this winter and unfortuantely, we are not home during the day to watch out for this.",Returns & Refunds
214,"I think I'm going to get the Optimum Nutrition
Gold Standard 100% Whey, but if I don't like the flavor after trying it, would I be able to return for a different flavor?",Returns & Refunds
215,"I know you probably provide refunds to credit and debit cards, but do you do the same for gift cards? I was just curious about that.",Returns & Refunds
216,"I know you probably provide refunds to credit and debit cards, but do you do the same for gift cards? I was just curious about that.",Returns & Refunds
217,"I know you probably provide refunds to credit and debit cards, but do you do the same for gift cards? I was just curious about that.",Returns & Refunds
218,"On average, how long does it take for you guys to process returns? I'm interested in some pants (WEB ITEM: 158625). If I need to send them back, I'd like to know what type of time frame I'm looking at. How is that processed--back onto the credit card or as store credit?",Returns & Refunds
219,"Im interested in getting the All-Clad immersion blender, but want to be proactive. Are there any restrictions on returning something like that I should know about?",Returns & Refunds
220,"I think I am going to purchase a backpack (iitem E1723) but if I don't like it upon receiving it, would I be able to return for a full refund?",Returns & Refunds
221,"I think I am going to purchase a duffel bag (ASIN: B005HON6R8) but if I don't like it upon receiving it, would I be able to return for a full refund?",Returns & Refunds
222,"I have a question for you. If I order the lace up swim top (code 241209) and my package is stolen, do you provide a replacement or will I have to go through the delivery provider for that? There have been a rash of package thefts in my neighborhood this winter and unfortuantely, I'm not home during the day to watch out for this.",Returns & Refunds
223,"I think I'm going to get a protein powder (Item #002698) but if I don't like the flavor after trying it, would I be able to return for a different flavor?",Returns & Refunds
224,"I think I am going to purchase a handbag (NMF17_V1MXZ) as a gift, but if she does not like it upon receiving it, would I be able to return for a full refund?",Returns & Refunds
225,"Say I were to get the Zahara Pedestal Plant Stand (LTRN2941) for a friend of mine, who lives across the country. If she wanted to return or exchange that for something else, would she need my personal information, such as my credit card number, to do that?",Returns & Refunds
226,"I think I am going to purchase the Everest Gear Bag - X-Large by Everest but if I don't like it upon receiving it, would I be able to return for a full refund?",Returns & Refunds
